PAYER NAME,PAYER ID
South Atlantic Medical Group,SAMG1
South Carolina Healthy Connections,CKSC1
South Central Preferred,23266
South Central Preferred,23266
South Coast Area Transit (CA) - CORVEL,J1731
South Country Health Alliance,81600
South Country Health Alliance,81600
South Country Health Alliance,81600
South Dakota Behavioral Health - STARS / State Funding,STARS
South Dakota DSS - STARS / State Funding,STARS
South Florida Community Care Network - SFCCN (Commercial),59064
South Florida Community Care Network - SFCCN (Commercial),59064
South Florida Community Care Network - SFCCN (Commercial),59064
South Florida Community Care Network - SFCCN (Medicaid),59065
South Florida Community Care Network - SFCCN (Medicaid),59065
South Florida Community Care Network - SFCCN (Medicaid),59065
South Florida Musculo Skeletal Care (SFMSC),06294
South Plains School WC Program,J3951
South Tahoe Refuse,28580
South Tahoe Refuse,28580
Southeastern Indiana Health (SIHO),77153
Southeastern Indiana Health (SIHO),77153
Southeastern Indiana Health (SIHO),77153
Southeastern Indiana Health (SIHO),SIHO
Southern California Children's Healthcare Network,ECMSO
Southern California Children's Healthcare Network,ECMSO
Southern California Dairy,BPA01
Southern California Healthcare System (SCHS) Alta Pod by MedPOINT - Health Net,MPM20
Southern California Healthcare System (SCHS) Alta Pod by MedPOINT - Health Net,MPM20
Southern California Lumber,BPA01
Southern California Oncology Associates (SCOA),SCOA1
Southern California Oncology Associates (SCOA) - Encounters,SCOAE
Southern California Physicians Managed Care Services (SCPMCS),SCP01
Southern California Physicians Managed Care Services (SCPMCS),SCP01
Southern California UFCW Unions & Food Employers,SCUFW
Southern Illinois Healthcare Association,SIH99
Southern Mutual Insurance Company,J3876
"Southern Textile Recycling, Inc. (CA) - CORVEL",J1648
"Southland Advantage Medical Group, Inc.",HSM01
"Southland Advantage Medical Group, Inc.",HSM01
"Southland Benefit Solutions, LLC (Canopy Vision)",V4793
"Southland San Gabriel Valley Medical Group, Inc.",PHM11
Southwest Health Plan (Aetna HMO),SOUTHWEST
Southwest Key - CORVEL,J3745
Southwest MI Behavioral Health - Mental Health,A3268
Southwest MI Behavioral Health - Mental Health,A3268
Southwest MI Behavioral Health Substance Use Disorder,A4585
Southwest MI Behavioral Health Substance Use Disorder,A4585
Southwest Oregon IPA (DOCS),DOCSO
Southwest Oregon IPA (DOCS),DOCSO
Southwest Oregon IPA (DOCS),DOCSO
Southwest Service Administrators,CX100
Southwest Service Administrators,CX100
Southwest Service Life,37266
Southwest Service Life,37266
Space Exploration Technologies Corp - CORVEL,J1990
Special Agents Mutual Benefit Association,62308
Special Agents Mutual Benefit Association,62308
Special Agents Mutual Benefit Association,62308
Specialty Care Program,IHS17
Specialty Care Program,IHS17
Spectera UnitedHealthcare Vision,SPECTERAV
Spectrum Health,SPECTRUM
"Spencer Stuart (ARM, LTD)",38416
"Spencer Stuart (ARM, LTD)",38416
Spina Bifida - VA HAC,84146
Spina Bifida - VA HAC,84146
Spina Bifida - VA HAC,84146
Spina Bifida - VA HAC,CHAMPVA-SB
SPJST - Medicare Supplement,SPJST-MS
SPNet Integra Group,J4041
"Sprouts Farmers Market, Inc. - CORVEL",J1850
Spruce Grove Inc - CORVEL,J3749
SRC - Strategic Resource Company,DX033
"SRS - Cargill, Inc.",J1661
St Lukes Health Plan Inc,92170
St Lukes Health Plan Inc,92170
St Mary's IPA,CAPMN
St Mary's IPA,CAPMN
St Mary's IPA,CAPMN
St Pauls PACE,SPPCA
St Pauls PACE,SPPCA
St. Francis IPA,APP01
St. Francis IPA,APP01
St. Francis IPA,APP01
St. John's Claim Administration,37264
St. John's Claim Administration,37264
St. Johns Health Clinic,SJHC1
St. Johns Health Clinic,SJHC1
St. Johns Health Clinic,SJHC1
St. Joseph Heritage Healthcare,STJOE
St. Joseph Heritage Healthcare,STJOE
St. Joseph Heritage Healthcare,STJOE
St. Joseph Heritage Medical Group,STJOE
St. Joseph Heritage Medical Group,STJOE
St. Joseph Heritage Medical Group,STJOE
St. Joseph Hospital Affiliated,STJOE
St. Joseph Hospital Affiliated,STJOE
St. Jude Affiliated Physicians,STJOE
St. Jude Affiliated Physicians,STJOE
St. Jude Heritage Medical Group,STJOE
St. Jude Heritage Medical Group,STJOE
St. Luke's Health Plan,STLHP
St. Luke's Health Plan,STLHP
St. Mary High Desert,STJOE
St. Mary High Desert,STJOE
St. Mary Medical Center,HSM01
St. Mary Medical Center,HSM01
"St. Peter Medical Group, Inc.",HSM01
"St. Peter Medical Group, Inc.",HSM01
St. Therese Physician Associates,37116
St. Therese Physician Associates,37116
St. Vincent IPA,PDT01
St. Vincent IPA,PDT01
St. Vincent IPA,PDT01
Standard Insurance,93024
Standard Insurance,STAND-INS
Standard Insurance Co. of New York,89009
Standard Life & Accident Insurance Company,73099
Standard Life & Accident Insurance Company,73099
Standard Life & Accident Insurance Company,SLAIC
Standard Life & Accident Insurance Company,01758
StandardHealth with Health Choice (HCS),RP105
StandardHealth with Health Choice (HCS),RP105
Stanley Steemer International Inc - CORVEL,J1939
"Stanley Works, Inc.",J1385
Starlife Holdings,STARH
Starlife Holdings,STARH
Starmark,61425
Starmark,61425
Starmark,61425
StarMed Administrators,IHS08
StarMed Administrators,IHS08
​State Auto Mutual Insurance Company,J1966
State Compensation Insurance Fund (SCIF) of California,35076
State Farm,J1548
State Farm Insurance Company,31059
State Farm Insurance Company,31059
State Farm Insurance Company,31059
State Farm Insurance Company,STATEFARM
State Farm Property & Casualty,31059
State Farm Property & Casualty,31059
State Farm Property & Casualty,31059
State Fund Mutual Insurance,J1553
State Health Plan of North Carolina,SB810
State Health Plan of North Carolina,SB810
State Health Plan of North Carolina,SB810
State Health Plan of SC,00400
State Mutual,STATE-MUTUAL
State of Idaho,12113
State of Idaho,12113
"State of Idaho Women's Health Check	",IDWH1
"State of Idaho Women's Health Check	",IDWH1
State of Minnesota - DOER,J1555
State of North Carolina - CORVEL,J1659
State Of Tennessee - CORVEL,J2267
State of Texas Dental Plan (GEHA),57254
State of Texas Dental Plan (GEHA),57254
State of Texas Dental Plan (GEHA),57254
State Office of Risk Management,J1418
Statewide Insurance Fund,J3937
Staywell Guam,STAYGUAM
Staywell Health Plan,14163
Staywell Health Plan,14163
Staywell Health Plan,14163
Staywell Health Plan,STAYWELL
Staywell Health Plan Kids,STAYWELL-KIDS
Sterling Medicare Advantage,67829
Sterling Medicare Advantage,67829
Sterling Option One,91151
Sterling Option One,91151
Stirling Benefits,06089
Stone Trust,J2213
Stonebridge Life Insurance Company,TRANSAM-STONE
Streamline Imaging ,J4481
Student Resources (UnitedHealthcare),74227
Student Resources (UnitedHealthcare),74227
Student Resources (UnitedHealthcare),74227
Student Resources (UnitedHealthcare),74227
Student Resources (UnitedHealthcare),74227
Style Crest Enterprise,J3880
Sulphur Bluff ISD,J3952
Summacare Health Plan (HMO),95202
Summacare Health Plan (HMO),95202
Summacare Health Plan (HMO),95202
Summacare Health Plan (HMO),SUMMA
"Summit Administration Services, Inc.",86083
"Summit Administration Services, Inc.",86083
"Summit Administration Services, Inc.",86083
Summit Community Care,PASSE
Summit Community Care,PASSE
Summit Community Care,PASSE
Summit Community Care,SUMMIT-COMM
Summit Holdings ,J1437
Sun Life Financial (United Concordia),89070
Sun Life Financial (United Concordia),89070
Sun Mar Healthcare - CORVEL,J1610
Sunflower State (Centene),68069
Sunflower State (Centene),68069
Sunflower State (Centene),68069
Sunflower State (Centene),SUNFLOWER
Sunflower State (Centene),SUNFLOWER
Sunshine State Health Plan (Centene),68069
Sunshine State Health Plan (Centene),68069
Sunshine State Health Plan (Centene),68069
Sunshine State Health Plan (Centene),SUNSHINE
Sunshine State Health Plan (Centene),SUNSHINE
Superior Choice Medical Group ,SCPR1
Superior Choice Medical Group ,SCPR1
Superior Dental Care,31117
Superior Health Plan (Centene),68069
Superior Health Plan (Centene),68069
Superior Health Plan (Centene),68069
Superior Health Plan (Centene),SUPERIOR
Superior Health Plan (Centene),SUPERIOR
Superior Insurance Services,97802
Superior Insurance Services,97802
Superior Point,J1553
SureGo Administrative Services LLC,89207
SureGo Administrative Services LLC,89207
Surest Health Plan,25463
Surest Health Plan,25463
Surest Health Plan,25463
Surest Health Plan,SUREST-HP
Surgery One IPA,SOIPA
Sussex Insurance Company,J1829
Sutter and Aetna Insurance Company,SUTT-AETNA
Sutter Connect - East Bay Region Hospitals - B&T,SC051
Sutter Connect - East Bay Region Hospitals - B&T,SC051
Sutter Connect - East Bay Region Hospitals - B&T,SC051
Sutter Connect - Palo Alto Medical Foundation,SC050
Sutter Connect - Palo Alto Medical Foundation,SC050
Sutter Connect - Palo Alto Medical Foundation,SC050
Sutter Connect - Solano Regional Medical Foundation (SRMF),SC016
Sutter Connect - Sutter Delta Medical Group,SC018
Sutter Connect - Sutter Gould Medical Foundation (SGMF),SC003
Sutter Connect - Sutter Gould Medical Foundation (SGMF),SC003
Sutter Connect - Sutter Gould Medical Foundation (SGMF),SC003
"Sutter Connect - Sutter Independent Physicians, Sutter Medical Group, Sutter West Medical Group  (SIP/SMG/SWMG)",SC004
"Sutter Connect - Sutter Independent Physicians, Sutter Medical Group, Sutter West Medical Group  (SIP/SMG/SWMG)",SC004
"Sutter Connect - Sutter Independent Physicians, Sutter Medical Group, Sutter West Medical Group  (SIP/SMG/SWMG)",SC004
"Sutter Connect - Sutter Medical Group of the Redwoods, Santa Rosa Network (SMGR/SRN)",SC008
"Sutter Connect - Sutter Medical Group of the Redwoods, Santa Rosa Network (SMGR/SRN)",SC008
"Sutter Connect - Sutter Medical Group of the Redwoods, Santa Rosa Network (SMGR/SRN)",SC008
Sutter Connect – East Bay Region Hospitals – Non Sutter Groups,SC052
Sutter Connect – East Bay Region Hospitals – Non Sutter Groups,SC052
Sutter Connect – East Bay Region Hospitals – Non Sutter Groups,SC052
Sutter East Bay Medical Foundation,SC020
Sutter East Bay Medical Foundation,SC020
Sutter East Bay Medical Foundation,SC020
Sutter Health,J1512
Sutter Health Plus,SUTTERHP
Sutter Select,SUTTERSLCT
Sutter Senior Care,SC028
Sutter Senior Care,SC028
Sutter Senior Care,SC028
SVS Vision Inc.,SVSVN
Swift Glass Corporation (UCS),07040
Swift Glass Corporation (UCS),07040
Syngenta Corporation,J1972
T.H.E. Insurance - CORVEL,J1791
Tailored Brands Inc. - CORVEL,J3764
TakeCare Insurance Company,98022
TakeCare Insurance Company,98022
Tall Tree Administrators,88067
Tall Tree Administrators,88067
"Tawa Services, Inc. - CORVEL",J3750
Taylor Benefit Resource,TAYLR
Taylor Benefit Resource,TAYLR
TCC Benefits Administrator - Pre-Med Defender,TCC13
TCC Benefits Administrator - Pre-Med Defender,TCC13
TCU-LA MTA,BPA01
TDC (The Dental Companies),73288
Teal Premier,88300
Teal Premier,88300
Team Choice PNS,75133
Team Choice PNS,75133
Team Choice PNS,TEAM-CHOICE-PNS
Teamcare,36215
Teamster Construction Industry Welfare Trust,TEAM-CIWFT
Teamsters Miscellaneous Security Trust Fund - Northwest Administrators,NWADM
Teamsters Miscellaneous Security Trust Fund - Northwest Administrators,NWADM
Teamsters Welfare Trust,91131
Teamsters Welfare Trust,91131
"Tech-Steel, Inc",74234
Technology Insurance Co,J1855
Telamon,22483
Telamon,22483
Temecula Valley Medical Group,HCMG1
Temecula Valley Medical Group,HCMG1
TennCare Select/ BlueCare,00890
TennCare Select/ BlueCare,00890
TennCare Select/ BlueCare,00890
Texan Plus,60601
Texas Association of School Boards,A0234
Texas Children's Health Plan,76048
Texas Children's Health Plan,76048
Texas Childrens Health Plan - Medicaid,75228
Texas Childrens Health Plan - Medicaid,75228
Texas Health Aetna,TXHEALTH-AETNA
Texas Healthspring,THS01
Texas Healthspring,THS01
Texas Hospital Insurance,J3869
Texas Independence Health Plan,31403
Texas Independence Health Plan,31403
Texas Independence Health Plan,31403
Texas Medicaid & Healthcare Partnership (TMHP),TMHP1
Texas Medicaid & Healthcare Partnership (TMHP),TMHP1
Texas Medicaid & Healthcare Partnership (TMHP),TMHP1
Texas Medicaid & Healthcare Partnership (TMHP),TMHP1
Texas Municipal League - Intergovernmental Risk Pool,A0245
Texas Mutual Insurance,22945
"Texas Roadhouse, Inc.",J1676
The Alliance,88461
The Alliance,THE-ALLIANCE
"The Benefit Group, Inc.",TBGNE
"The Benefit Group, Inc.",TBGNE
THE BOON GROUP,BOONG
THE BOON GROUP,BOONG
The Boon Group,BOON
The Boon Group,BOONG
The Care Network/The Savannah Business Group,68423
The Care Network/The Savannah Business Group,68423
The Cheesecake Factory - CORVEL,J2181
The Chesterfield Companies,CRI01
The CHP Group,CHP01
The CHP Group,CHP01
The City of Odessa,75600
The City of Odessa,75600
The Colorado Purchasing Alliance,TCPA1
The Colorado Purchasing Alliance,TCPA1
"The Gap, Inc. - CORVEL",J1671
The Hartford,J1422
The Health Exchange (Cerner Corporation),20356
The Health Plan,HPOUV
The Health Plan,HPOUV
The Health Plan,HPOUV
The Health Plan,THP
The Health Plan of Upper Ohio Valley,HPOUV
The Health Plan of Upper Ohio Valley,HPOUV
The Health Plan of Upper Ohio Valley,HPOUV
The Health Plan of Upper Ohio Valley,HPUOV
The Health Plan of West Virginia (Age <20),SCNHP
The Health Plan of West Virginia (Age 21+),SCNWV
The Health Plan of West Virginia (Medicaid),HPOUV
The Health Plan of West Virginia (Medicaid),HPOUV
The Health Plan of West Virginia (Medicaid),HPOUV
The Health Plan of West Virginia (Medicaid),THPWV
The Health Plan of Western Illinois (HOWI),29018
The Health Plan of Western Illinois (HOWI),29018
"The Jones Financial Companies, LLP - CORVEL",J1846
The Loomis Company,23223
The Loomis Company,23223
The Loomis Company,23223
The Loomis Company,LOOMIS
The Macaluso Group,82694
The Macaluso Group,82694
The Macaluso Group,82694
The Main Street America Group / Austin Mutual - CORVEL,J1834
The Main Street America Group / Grain Dealers Mutual - CORVEL,J1835
The Main Street America Group / Great Lakes Casualty - CORVEL,J1836
The Main Street America Group / Main Street America Assurance - CORVEL,J1837
The Main Street America Group / MSA Insurance Protection - CORVEL,J1838
The Main Street America Group / MSAIC Surplus/Non-Admitted - CORVEL,J1839
The Main Street America Group / NGM - CORVEL,J1840
The Mohegan Tribe of Indians of Connecticut,MOHEG
The Mohegan Tribe of Indians of Connecticut,MOHEG
The Mohegan Tribe of Indians of Connecticut,MOHEG
The Mohegan Tribe of Indians of Connecticut,MOHEG
The Mutual Group,59140
The Mutual Group,59140
The Mutual Group,MUTUALGRP
The Physicians Alliance Corp.,TPAC1
The Plumbers Union Local No. 12 Welfare Fund,45398
The Plumbers Union Local No. 12 Welfare Fund,45398
The Preferred Healthcare System - PPO,04320
The Preferred Healthcare System - PPO,04320
The Ullico Family of Companies,ULLICO
The Vitamin Shoppe - CORVEL,J3337
The Zenith,13269
The Zenith - YMCA San Diego,J3922
The Zero Card LLC,75296
The Zero Card LLC,75296
Therapy Direct Network,J1831
THIPA,TMIPA
THIPA,TMIPA
Thomas H. Cooper,00315
Thomas McGee,J1746
THREE,J3769
Three Rivers Health Plans (Unison Health Plan),TRHPUHP
Three Rivers Preferred,MP340
Thrivent Financial,THRIV
Thrivent Financial,THRIV
Thrivent Financial,THRIV
Thrivent Financial,THRIV
Thrivent Financial Aid Association for Lutheran Medicare,30167
Thrivent Financial Aid Association for Lutheran Medicare,30167
Thrivent Financial Aid Association for Lutheran Medicare,30167
Thrivent Financial Lutheran Brotherhood Medicare,30166
Thrivent Financial Lutheran Brotherhood Medicare,30166
Thrivent Financial Lutheran Brotherhood Medicare,30166
Tiffany & Co - CORVEL,J3736
Tift Regional,58600
Tift Regional,58600
TKFMC,TKFMC
TKFMC,TKFMC
TLC Advantage of Sioux Falls,TLC01
TLC Advantage of Sioux Falls,TLC01
TLC Benefit Solutions,TLC79
TLC Benefit Solutions,TLC79
TLC Benefit Solutions,TLC79
TMG Health Insurance,TMGHI
TML IRP - Texas Municipal League - Intergovernmental ,A0245
Todays Health,TODAYS-HEALTH
Todays Options,TODAYS-OPTIONS
Together with CCHP,251CC
Together with CCHP,251CC
Toll Brothers - CORVEL,J3746
Tooling and Manufacturing Assocation,61425
Tooling and Manufacturing Assocation,61425
Tooling and Manufacturing Assocation,61425
Torrance Hospital IPA (THIPA),TMIPA
Torrance Hospital IPA (THIPA),TMIPA
Torrance Hospital IPA (THIPA),TMIPA
Torrance Memorial Medical Center,TMMC1
Torrance Memorial Medical Center,TMMC1
Torrance Memorial Medical Center,TMMC1
Total Community Care,31182
Total Community Care,31182
Total Plan Concepts,80900
Total Plan Concepts,80900
Total Plan Concepts,80900
Total Plan Services (via SmartData),41202
Total Plan Services (via SmartData),41202
Total Plan Services (via SmartData),41202
Total Senior Care,12268
Total Senior Care,12268
Touchpoint Solutions / Touchpoint CRM),TPS01
Touchstone Health PSO,23856
Touchstone Health PSO,23856
Tower Energy Group,J1604
Tower Insurance Company Of New York,J3961
Tower National Insurance Company,J1394
Town of Colma (CA),J1668
TPHN - Verda,98603
TPHN - Verda,98603
Tractor Supply Company,J1505
TransactRX,TRANSRX
TransactRX Infusion and Specialty,TRANSRX-INF
Transamerica,TRP1E
